internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
19365844,Pistacia atlantica,Pistacia mutica Fisch. & C.A.Mey.,Pistacia,mutica,Fisch. & C.A.Mey.,,
19365844,Pistacia atlantica,Pistacia atlantica Desf. var. mutica Rech. f.,Pistacia,atlantica,Desf.,variety,Rech. f.
30394,Dracaena draco,Yucca draco (L.) Carrière,Yucca,draco,(L.) Carrière,,
30394,Dracaena draco,Palma draco (L.) Mill.,Palma,draco,(L.) Mill.,,
30394,Dracaena draco,Asparagus draco L.,Asparagus,draco,L.,,
172076,Daucus aureus,Daucus parviflorus Willk. ex Loscos & Pardo,Daucus,parviflorus,Willk. ex Loscos & Pardo,,
172076,Daucus aureus,Daucus aureus Desf. var. subinermis Zohary,Daucus,aureus,Desf.,variety,Zohary
172076,Daucus aureus,Platyspermum aureum (Desf.) Pomel,Platyspermum,aureum,(Desf.) Pomel,,
172076,Daucus aureus,Peltactila aurea (Desf.) Raf.,Peltactila,aurea,(Desf.) Raf.,,
172117,Daucus durieua,Caucalis hispanica Samp.,Caucalis,hispanica,Samp.,,
172117,Daucus durieua,Caucalis durieua (Lange) Samp.,Caucalis,durieua,(Lange) Samp.,,
172117,Daucus durieua,Durieua hispanica Boiss. & Reut.,Durieua,hispanica,Boiss. & Reut.,,
172117,Daucus durieua,Daucus subsessilis Boiss.,Daucus,subsessilis,Boiss.,,
19379058,Lathyrus sphaericus,Lathyrus hygrophilus Robyns,Lathyrus,hygrophilus,Robyns,,
19379058,Lathyrus sphaericus,Lathyrus coccineus All.,Lathyrus,coccineus,All.,,
19379058,Lathyrus sphaericus,Orobus sphaericus (Retz.) Avazneli,Orobus,sphaericus,(Retz.) Avazneli,,
19379058,Lathyrus sphaericus,Lathyrus viciodes DC.,Lathyrus,viciodes,DC.,,
19379015,Lathyrus aphaca,Aphaca marmorata Alef.,Aphaca,marmorata,Alef.,,
19379015,Lathyrus aphaca,Orobus aphaca (L.) Doll,Orobus,aphaca,(L.) Doll,,
19379015,Lathyrus aphaca,Lathyrus affinis Guss,Lathyrus,affinis,Guss,,
19379015,Lathyrus aphaca,Lathyrus polyanthus Boiss. & Blanche,Lathyrus,polyanthus,Boiss. & Blanche,,
19379015,Lathyrus aphaca,Lathyrus floribundus Velen.,Lathyrus,floribundus,Velen.,,
19379015,Lathyrus aphaca,Lathyrus pseudoaphaca Boiss,Lathyrus,pseudoaphaca,Boiss,,
19379021,Lathyrus clymenum,Lathyrus articulatus L.,Lathyrus,articulatus,L.,,
19379021,Lathyrus clymenum,Lathyrus articulatus L. subsp. clymenum (L.) Maire,Lathyrus,articulatus,L.,subspecies (plantae),(L.) Maire
19379021,Lathyrus clymenum,Lathyrus clymensum L.,Lathyrus,clymensum,L.,,
120072348,Lathyrus angulatus,Lathyrus leptophyllus M.Bieb,Lathyrus,leptophyllus,M.Bieb,,
176510,Lathyrus annuus,Lathyrus trachyspermus Webb,Lathyrus,trachyspermus,Webb,,
164057,Lemna minor,Lemna rwandensis De Sloover,Lemna,rwandensis,De Sloover,,
164057,Lemna minor,Lenticula minor (L.) Scop.,Lenticula,minor,(L.) Scop.,,
164057,Lemna minor,Lenticula monorhiza Montandon,Lenticula,monorhiza,Montandon,,
164057,Lemna minor,Hydrophace minor (L.) Bubani,Hydrophace,minor,(L.) Bubani,,
164057,Lemna minor,Lenticula vulgaris Lam.,Lenticula,vulgaris,Lam.,,
164057,Lemna minor,Lemna minor ssp. oxymitra Hegelm.,Lemna,minor,,subspecies,Hegelm.
164057,Lemna minor,Lemna minor subsp. minima Chev.,Lemna,minor,,subspecies (plantae),Chev.
164057,Lemna minor,Lemna minima Thuill. ex P.Beauv.,Lemna,minima,Thuill. ex P.Beauv.,,
164443,Cyperus alopecuroides,Cyperus poireti Roem. & Schult.,Cyperus,poireti,Roem. & Schult.,,
164443,Cyperus alopecuroides,Cyperus glomeratus Willd.,Cyperus,glomeratus,Willd.,,
164443,Cyperus alopecuroides,Cyperus compositus R.Br.,Cyperus,compositus,R.Br.,,
164443,Cyperus alopecuroides,Cyperus bidentatus Poir.,Cyperus,bidentatus,Poir.,,
164443,Cyperus alopecuroides,Juncellus alopecuroides (Rottb.) C.B.Clarke,Juncellus,alopecuroides,(Rottb.) C.B.Clarke,,
164443,Cyperus alopecuroides,Chlorocyperus alopecuroides Grossh.,Chlorocyperus,alopecuroides,Grossh.,,
158183,Cyperus rotundus,Cyperus nubicus C.B.Clarke,Cyperus,nubicus,C.B.Clarke,,
158183,Cyperus rotundus,Cyperus retzii Nees,Cyperus,retzii,Nees,,
158183,Cyperus rotundus,Cyperus merkeri C.B.Clarke,Cyperus,merkeri,C.B.Clarke,,
158183,Cyperus rotundus,Cyperus taylorii C.B.Clarke,Cyperus,taylorii,C.B.Clarke,,
158183,Cyperus rotundus,Cyperus rotundus L. subsp. taylorii (C.B.Clarke) Kük..,Cyperus,rotundus,L.,subspecies (plantae),(C.B.Clarke) Kük..
164114,Cyperus mundii,Pycreus mundtii Nees,Pycreus,mundtii,Nees,,
164114,Cyperus mundii,Cyperus turfosus Salzm. ex Kunth,Cyperus,turfosus,Salzm. ex Kunth,,
14828406,Equisetum ramosissimum,Equisetum ramosum DC.,Equisetum,ramosum,DC.,,
14828406,Equisetum ramosissimum,Equisetum azoricum Gand.,Equisetum,azoricum,Gand.,,
14828406,Equisetum ramosissimum,Equisetum campanulatum Poir.,Equisetum,campanulatum,Poir.,,
14828406,Equisetum ramosissimum,Equisetum ramosissimum Desf. subsp. debile (Roxb. ex Vauch.) Hauke,Equisetum,ramosissimum,Desf.,subspecies (plantae),(Roxb. ex Vauch.) Hauke
14828406,Equisetum ramosissimum,Equisetum elongatum Willd.,Equisetum,elongatum,Willd.,,
14828406,Equisetum ramosissimum,Equisetum incanum Vaucher,Equisetum,incanum,Vaucher,,
14828406,Equisetum ramosissimum,Equisetum paleaceum Schleich.,Equisetum,paleaceum,Schleich.,,
14828406,Equisetum ramosissimum,Equisetum pallidum Bory,Equisetum,pallidum,Bory,,
14828406,Equisetum ramosissimum,Hippochaete ramosissima (Desf.) Bruhin,Hippochaete,ramosissima,(Desf.) Bruhin,,
14828406,Equisetum ramosissimum,Equisetum debile Roxb. ex Vaucher,Equisetum,debile,Roxb. ex Vaucher,,
14828406,Equisetum ramosissimum,Equisetum ramosissimum Desf. subsp. incanum (Vaucher) Pignatti,Equisetum,ramosissimum,Desf.,subspecies (plantae),(Vaucher) Pignatti
164322,Najas marina,Najas fluviatilis Poir.,Najas,fluviatilis,Poir.,,
164322,Najas marina,Najas gracilis (Morong) Small,Najas,gracilis,(Morong) Small,,
164322,Najas marina,Najas latifolia A.Braun,Najas,latifolia,A.Braun,,
164322,Najas marina,Najas major All.,Najas,major,All.,,
163982,Potamogeton pusillus,"Potamogeton gracilis Fr., nom. illeg.",Potamogeton,gracilis,"Fr., nom. illeg.",,
163982,Potamogeton pusillus,Potamogeton skvortsovii Klinkova,Potamogeton,skvortsovii,Klinkova,,
163982,Potamogeton pusillus,Potamogeton subjavanicus Hagstr.,Potamogeton,subjavanicus,Hagstr.,,
163982,Potamogeton pusillus,Potamogeton panomitanus Biv.,Potamogeton,panomitanus,Biv.,,
163982,Potamogeton pusillus,Potamogeton pusillus subsp. africanus A.Benn.,Potamogeton,pusillus,,subspecies (plantae),A.Benn.
164208,Typha domingensis,Typha angustifolia L. ssp. domingensis (Pers.) Rohrb.,Typha,angustifolia,L.,subspecies,(Pers.) Rohrb.
164208,Typha domingensis,Typha australis Schum. & Thonn.,Typha,australis,Schum. & Thonn.,,
164208,Typha domingensis,Typha javanica Schnizl. ex Rohrb.,Typha,javanica,Schnizl. ex Rohrb.,,
164208,Typha domingensis,Typha  abyssinica  Rchb.f. ex Rohrb.,Typha ,abyssinica ,Rchb.f. ex Rohrb.,,
164208,Typha domingensis,Typha  aequalis  Schnizl.,Typha ,aequalis ,Schnizl.,,
164208,Typha domingensis,Typha  aethiopica  Kronf.,Typha ,aethiopica, Kronf.,,
164208,Typha domingensis,Typha  americana  Rich. ex Rohrb.,Typha ,americana ,Rich. ex Rohrb.,,
164208,Typha domingensis,Typha  angustata  Bory & Chaub.,Typha ,angustata ,Bory & Chaub.,,
164208,Typha domingensis,Typha angustata Bory & Chaub. var. abyssinica  (Rchb.f. ex Rohrb.) Graebn.,Typha,angustata,Bory & Chaub.,variety,(Rchb.f. ex Rohrb.) Graebn.
164208,Typha domingensis,Typha angustata Bory & Chaub. ssp. aethiopica (Rohrb.) Kronf.,Typha,angustata,Bory & Chaub.,subspecies,(Rohrb.) Kronf.
164208,Typha domingensis,Typha angustata var. aethiopica Rohrb.,Typha,angustata,,variety,Rohrb.
164208,Typha domingensis,Typha angustata Bory & Chaub. var. gracilis Nyman,Typha,angustata,Bory & Chaub.,variety,Nyman
164208,Typha domingensis,Typha angustata Bory & Chaub. var. leptocarpa Rohrb.,Typha,angustata,Bory & Chaub.,variety,Rohrb.
164208,Typha domingensis,Typha angustifolia L. ssp. angustata  (Bory & Chaub.) Briq.,Typha,angustifolia,L.,subspecies, (Bory & Chaub.) Briq.
164208,Typha domingensis,Typha angustifolia L. var. australis (Schumach.) Rohrb.,Typha,angustifolia,L.,variety,(Schumach.) Rohrb.
164208,Typha domingensis,Typha angustifolia L. ssp. australis (Schumach.) Kronf.,Typha,angustifolia,L.,subspecies,(Schumach.) Kronf.
164208,Typha domingensis,Typha angustifolia L. var. brownii (Kunth) Kronf.,Typha,angustifolia,L.,variety,(Kunth) Kronf.
164208,Typha domingensis,Typha angustifolia L. var. domingensis (Pers.) Griseb.,Typha,angustifolia,L.,variety,(Pers.) Griseb.
164208,Typha domingensis,Typha angustifolia L. ssp. domingensis (Pers.) Rohrb.,Typha,angustifolia,L.,subspecies,(Pers.) Rohrb.
164208,Typha domingensis,Typha angustifolia L. var. domingensis (Pers.) Hemsl.,Typha,angustifolia,L.,variety,(Pers.) Hemsl.
164208,Typha domingensis,Typha angustifolia L. ssp. javanica (Schnizl. ex Rohrb.) Graebn.,Typha,angustifolia,L.,subspecies,(Schnizl. ex Rohrb.) Graebn.
164208,Typha domingensis,Typha angustifolia L. var. virginica Tidestr.,Typha,angustifolia,L.,variety,Tidestr.
164208,Typha domingensis,Typha  australis  Schumach.,Typha ,australis ,Schumach.,,
164208,Typha domingensis,Typha  basedowii  Graebn.,Typha ,basedowii ,Graebn.,,
164208,Typha domingensis,Typha  bracteata  Greene,Typha ,bracteata ,Greene,,
164208,Typha domingensis,Typha  brownii  Kunth,Typha ,brownii ,Kunth,,
164208,Typha domingensis,Typha  damiattica  Ehrenb. ex Rohrb,Typha ,damiattica ,Ehrenb. ex Rohrb,,
164208,Typha domingensis,Typha domingensis Pers. var. australis (Schumach.) Gèze,Typha,domingensis,Pers.,variety,(Schumach.) Gèze
164208,Typha domingensis,Typha domingensis Pers. var. javanica (Schnizl. ex Rohrb.) Gèze,Typha,domingensis,Pers.,variety,(Schnizl. ex Rohrb.) Gèze
164208,Typha domingensis,Typha domingensis Pers. var. sachetiae Fosberg,Typha,domingensis,Pers.,variety,Fosberg
164208,Typha domingensis,Typha  ehrenbergii   Schur ex Rohrb.,Typha ,ehrenbergii , Schur ex Rohrb.,,
164208,Typha domingensis,Typha  essequeboensis  G.Mey. ex Rohrb.,Typha ,essequeboensis ,G.Mey. ex Rohrb.,,
164208,Typha domingensis,Typha  gigantea  Schur ex Kunth,Typha, gigantea ,Schur ex Kunth,,
164208,Typha domingensis,Typha  javanica  Schnizl. ex Rohrb.,Typha, javanica ,Schnizl. ex Rohrb.,,
164208,Typha domingensis,Typha  macranthelia  Webb & Berthel.,Typha ,macranthelia ,Webb & Berthel.,,
164208,Typha domingensis,Typha  maxima  Schur ex Rohrb.,Typha ,maxima ,Schur ex Rohrb.,,
164208,Typha domingensis,Typha  media  Bory & Chaub.,Typha ,media ,Bory & Chaub.,,
164208,Typha domingensis,Typha  pontica  Klok. fil. & A. Krasnova,Typha, pontica ,Klok. fil. & A. Krasnova,,
164208,Typha domingensis,Typha  salgirica  Krasnova,Typha ,salgirica ,Krasnova,,
164208,Typha domingensis,Typha  tenuifolia  Kunth,Typha ,tenuifolia ,Kunth,,
164208,Typha domingensis,Typha  truxillensis  Kunth,Typha ,truxillensis ,Kunth,,
164208,Typha domingensis,Typha  gracilis  Schur,Typha ,gracilis ,Schur ,,
13416997,Phoenix canariensis,Phoenix dactylifera L. var. jubae Webb & Berthel.,Phoenix,dactylifera,L.,variety,Webb & Berthel.
13416997,Phoenix canariensis,Phoenix canariensis Chabaud,Phoenix,canariensis,Chabaud,,
79928148,Tamarix boveana,Tamarix jimenezii Pau,Tamarix,jimenezii,Pau,,
57471077,Stipa tenacissima,Lasiagrostis tenacissima (L.) Trin. & Rupr.,Lasiagrostis,tenacissima,(L.) Trin. & Rupr.,,
57471077,Stipa tenacissima,Macrochloa tenacissima (L.) Kunth,Macrochloa,tenacissima,(L.) Kunth,,
19892142,Adenocarpus viscosus,Adenocarpus anagyrus Spreng.,Adenocarpus,anagyrus,Spreng.,,
19892142,Adenocarpus viscosus,Adenocarpus frankenioides DC.,Adenocarpus,frankenioides,DC.,,
19892142,Adenocarpus viscosus,Genista viscosa Willd.,Genista,viscosa,Willd.,,
22716959,Curruca melanocephala,"Sylvia melanocephala (Gmelin, 1789)",Sylvia,melanocephala,"(Gmelin, 1789)",,
22720441,Linaria cannabina,Acanthis cannabina ssp. cannabina — Dowsett and Forbes-Watson (1993),Acanthis,cannabina,,subspecies,— Dowsett and Forbes-Watson (1993)
22720441,Linaria cannabina,"Carduelis cannabina (Linnaeus, 1758)",Carduelis,cannabina,"(Linnaeus, 1758)",,
132341128,Hydrobates castro,"Oceanodroma castro (Harcourt, 1851)",Oceanodroma,castro,"(Harcourt, 1851)",,
132341128,Hydrobates castro,"Thalassidroma castro Harcourt, 1851",Thalassidroma,castro,"Harcourt, 1851",,
132438298,Hydrobates leucorhous,"Hydrobates leucorhoa ssp. leucorhoa (Vieillot, 1818) — Christidis and Boles (2008)",Hydrobates,leucorhoa,,subspecies,"(Vieillot, 1818) — Christidis and Boles (2008)"
132438298,Hydrobates leucorhous,"Oceanodroma leucorhoa (Vieillot, 1818)",Oceanodroma,leucorhoa,"(Vieillot, 1818)",,
22696657,Morus bassanus,Sula bassana bassana Cramp and Simmons (1977-1994),Sula bassana,bassana,Cramp and Simmons (1977-1994),,
22696657,Morus bassanus,Sula bassana bassana Dowsett and Forbes-Watson (1993),Sula bassana,bassana,Dowsett and Forbes-Watson (1993),,
164311,Nasturtium officinale,Sisymbrium nasturtium-aquaticum L.,Sisymbrium,nasturtium-aquaticum,L.,,
164311,Nasturtium officinale,Rorippa nasturtium-aquaticum (L.) Hayek,Rorippa,nasturtium-aquaticum,(L.) Hayek,,
22680163,Mareca americana,"Anas americana Gmelin, 1789",Anas,americana,"Gmelin, 1789",,
22721803,Parkesia motacilla,"Seiurus motacilla (Vieillot, 1809)",Seiurus,motacilla,"(Vieillot, 1809)",,
22709707,Luscinia svecica,"Luscinia svecica (Linnaeus, 1758)",Luscinia,svecica,"(Linnaeus, 1758)",,
22709707,Luscinia svecica,"Cyanecula svecica (Linnaeus, 1758)",Cyanecula,svecica,"(Linnaeus, 1758)",,
22680229,Spatula discors,"Anas discors Linnaeus, 1766",Anas,discors,"Linnaeus, 1766",,
22680472,Lophodytes cucullatus,Mergus cucullatus,Mergus cucullatus,,AERC TAC (2003),,
22680472,Lophodytes cucullatus,Mergus cucullatus cucullatus Stotz et al. (1996),Mergus cucullatus,cucullatus,Stotz et al. (1996),,
22680472,Lophodytes cucullatus,Mergus cucullatus cucullatus Cramp and Simmons (1977-1994),Mergus cucullatus,cucullatus,Cramp and Simmons (1977-1994),,
137745831,Capparis spinosa,Capparis spinosa L. subsp. spinosa,Capparis,spinosa,L.,subspecies (plantae),
73094084,Cistus monspeliensis,Cistus monspeliensis L. var. feredjensis Batt.,Cistus,monspeliensis,L.,variety,Batt.
73094084,Cistus monspeliensis,Stephanocarpus monspeliensis (L.) Spach,Stephanocarpus,monspeliensis,(L.) Spach,,
73094084,Cistus monspeliensis,Cistus feredjensis Batt,Cistus,feredjensis,Batt,,
165477,Ischnura saharensis,"Ischnura saharensis Aguesse, 1958",Ischnura,saharensis,"Aguesse, 1958",,
165477,Ischnura saharensis,"Ischnura elegans ssp. saharensis Aguesse, 1958",Ischnura,elegans,,subspecies,"Aguesse, 1958"
164441,Cyperus michelianus,Cyperus pygmaeus Rottb.,Cyperus,pygmaeus,Rottb.,,
164441,Cyperus michelianus,Scirpus michelianus L.,Scirpus,michelianus,L.,,
164380,Echinochloa colona,Panicum colonum L.,Panicum,colonum,L.,,
164380,Echinochloa colona,Echinochloa colonum (L.) Link,Echinochloa,colonum,(L.) Link,,
164380,Echinochloa colona,Panicum daltonii Parl. ex Webb,Panicum,daltonii,Parl. ex Webb,,
164380,Echinochloa colona,Oplismenus daltoni (Parl.) J.A.Schmidt,Oplismenus,daltoni,(Parl.) J.A.Schmidt,,
164380,Echinochloa colona,Echinochloa colonum (L.) Link,Echinochloa,colonum,(L.) Link,,
164067,Hemarthria altissima,Rottboellia fasciculata Lam.,Rottboellia,fasciculata,Lam.,,
164067,Hemarthria altissima,Hemarthria fasciculata  (Lam.) Kunth,Hemarthria,fasciculata ,(Lam.) Kunth,,
164067,Hemarthria altissima,Hemarthria compressa R.Br. subsp. altissima  (Poir.) Maire,Hemarthria,compressa,R.Br.,subspecies (plantae),(Poir.) Maire
164067,Hemarthria altissima,Rottboellia altissima Poir.,Rottboellia,altissima,Poir.,,
164447,Panicum repens,Panicum grossarium Forssk.,Panicum,grossarium,Forssk.,,
169069,Echinochloa crus-galli,Panicum crus-galli L.,Panicum,crus-galli,L.,,
169069,Echinochloa crus-galli,Echinochloa crusgalli (L.) P.Beauv. [orth. error],Echinochloa,crusgalli,(L.) P.Beauv. [orth. error],,
149163476,Heringia adpropinquans,"Pipizella adpropinquans Becker, 1908",Pipizella,adpropinquans,"Becker, 1908",,
149169489,Eumerus santosabreui,"Eumerus auratus Santos Abreu, 1924 [nom. illegit.].",Eumerus,auratus,"Santos Abreu, 1924 [nom. illegit.].",,
149169849,Eumerus latitarsis,"Eumerus luteifrons Santos Abreu, 1924",Eumerus,luteifrons,"Santos Abreu, 1924",,
149169849,Eumerus latitarsis,"Eumerus maculicornis Santos Abreu, 1924",Eumerus,maculicornis,"Santos Abreu, 1924",,
149171119,Pelecocera nigricornis,"Chamaesyrphus nigricornis Santos Abreu, 1924",Chamaesyrphus,nigricornis,"Santos Abreu, 1924",,
149171119,Pelecocera nigricornis,"Chamaesyrphus dimidiatus Abreu, 1924",Chamaesyrphus,dimidiatus,"Abreu, 1924 ",,
149171119,Pelecocera nigricornis,"Chamaesyrphus inmaculatus Abreu, 1924",Chamaesyrphus,inmaculatus,"Abreu, 1924 ",,
149171119,Pelecocera nigricornis,"Pelecocera nigrifacies (Abreu, 1924)",Pelecocera,nigrifacies,"(Abreu, 1924)",,
149171119,Pelecocera nigricornis,"Chamaesyrphus autumnalis Abreu, 1924",Chamaesyrphus,autumnalis,"Abreu, 1924",,
149171119,Pelecocera nigricornis,"Chamaesyrphus defectus Abreu, 1924",Chamaesyrphus,defectus,"Abreu, 1924",,
149171119,Pelecocera nigricornis,"Chamaesyrphus intermedius Abreu, 1924",Chamaesyrphus,intermedius,"Abreu, 1924",,
149171452,Melanostoma incompletum,"Melanostoma atricorne Santos Abreu, 1924",Melanostoma,atricorne,"Santos Abreu, 1924",,
149171452,Melanostoma incompletum,"Melanostoma discrepans Santos Abreu, 1924",Melanostoma,discrepans,"Santos Abreu, 1924",,
149171452,Melanostoma incompletum,"Melanostoma eximium Santos Abreu, 1924",Melanostoma,eximium,"Santos Abreu, 1924",,
149171452,Melanostoma incompletum,"Melanostoma nigratum Santos Abreu, 1924",Melanostoma,nigratum,"Santos Abreu, 1924",,
149171452,Melanostoma incompletum,"Melanostoma pseudomaculatum Santos Abreu, 1924",Melanostoma,pseudomaculatum,"Santos Abreu, 1924",,
149171452,Melanostoma incompletum,"Melanostoma pulchrigaster Santos Abreu, 1924",Melanostoma,pulchrigaster,"Santos Abreu, 1924",,
149171452,Melanostoma incompletum,"Melanostoma quadricinctum Santos Abreu, 1924",Melanostoma,quadricinctum,"Santos Abreu, 1924",,
149171452,Melanostoma incompletum,"Melanostoma halteratum Santos Abreu, 1924",Melanostoma,halteratum,"Santos Abreu, 1924",,
22680247,Spatula clypeata,"Anas clypeata Linnaeus, 1758",Anas,clypeata,"Linnaeus, 1758",,
22698209,Ardenna grisea,Ardenna grisea ssp. grisea — Christidis and Boles (2008),Ardenna,grisea,,subspecies,— Christidis and Boles (2008)
22698209,Ardenna grisea,"Puffinus griseus (Gmelin, 1789)",Puffinus,griseus,"(Gmelin, 1789)",,
22696076,Aquila fasciata,Hieraaetus fasciatus,Hieraaetus fasciatus,,AERC TAC (2003),,
22696076,Aquila fasciata,Hieraaetus fasciatus,Hieraaetus fasciatus,,"Sibley and Monroe (1990, 1993)",,
22696076,Aquila fasciata,"Aquila fasciatus (Vieillot, 1822) [orth. error]",Aquila,fasciatus,"(Vieillot, 1822) [orth. error]",,
22697043,Ardea alba,Ardea alba SACC (2005),Ardea,alba,SACC (2005),,
22697043,Ardea alba,Egretta alba Stotz et al. (1996),Egretta,alba,Stotz et al. (1996),,
22697043,Ardea alba,Egretta alba Turbott (1990),Egretta,alba,Turbott (1990),,
22697043,Ardea alba,Ardea alba AOU checklist (1998 + supplements),Ardea,alba,AOU checklist (1998 + supplements),,
22697043,Ardea alba,Ardea alba Christidis and Boles (1994),Ardea,alba,Christidis and Boles (1994),,
22697043,Ardea alba,Egretta alba Cramp and Simmons (1977-1994),Egretta,alba,Cramp and Simmons (1977-1994),,
22697043,Ardea alba,Egretta alba Dowsett and Forbes-Watson (1993),Egretta,alba,Dowsett and Forbes-Watson (1993),,
22697043,Ardea alba,"Casmerodius albus (Linnaeus, 1758)",Casmerodius,albus,"(Linnaeus, 1758)",,
22697109,Bubulcus ibis,Ardea ibis ibis Christidis and Boles (2008),Ardea ibis,ibis,Christidis and Boles (2008),,
22697109,Bubulcus ibis,Ardeola ibis ibis Stotz et al. (1996),Ardeola ibis,ibis,Stotz et al. (1996),,
22697109,Bubulcus ibis,Ardea ibis ibis Christidis and Boles (1994),Ardea ibis,ibis,Christidis and Boles (1994),,
22720513,Bucanetes githagineus,"Rhodopechys githaginea ssp. githaginea — Sibley and Monroe (1990, 1993)",Rhodopechys,githaginea,,subspecies,"— Sibley and Monroe (1990, 1993)"
22709936,Cercotrichas galactotes,Cercotrichas galactotes — Cramp and Simmons (1977-1994),Cercotrichas,galactotes,— Cramp and Simmons (1977-1994),,
22709936,Cercotrichas galactotes,"Cercotrichas galactotes ssp. galactotes — Sibley and Monroe (1990, 1993)",Cercotrichas,galactotes,,subspecies,"— Sibley and Monroe (1990, 1993)"
22709936,Cercotrichas galactotes,"Erythropygia galactotes (Temminck, 1820)",Erythropygia,galactotes,"(Temminck, 1820)",,
22721020,Emberiza calandra,Emberiza calandra,Emberiza calandra,,AERC TAC (2003),,
22721020,Emberiza calandra,"Miliaria calandra Linnaeus, 1758",Miliaria,calandra,"Linnaeus, 1758",,
103874024,Curruca cantillans,"Sylvia cantillans (Pallas, 1764)",Sylvia,cantillans,"(Pallas, 1764)",,
103874024,Curruca cantillans,"Motacilla (cantillans) Pallas, 1764",Motacilla,(cantillans),"Pallas, 1764",,
22716910,Curruca communis,"Sylvia communis Latham, 1787",Sylvia,communis,"Latham, 1787",,
22716976,Curruca conspicillata,"Sylvia conspicillata Temminck, 1820",Sylvia,conspicillata,"Temminck, 1820",,
22735012,Curruca hortensis,"Sylvia hortensis (Gmelin, 1789)",Sylvia,hortensis,"(Gmelin, 1789)",,
22735012,Curruca hortensis,"Motacilla hortensis Gmelin, 1789",Motacilla,hortensis,"Gmelin, 1789",,
130525346,Senna occidentalis,Cassia ciliata Raf.,Cassia,ciliata,Raf.,,
130525346,Senna occidentalis,Cassia caroliniana Walter,Cassia,caroliniana,Walter,,
130525346,Senna occidentalis,Cassia falcata L.,Cassia,falcata,L.,,
130525346,Senna occidentalis,Cassia foetida Willemet,Cassia,foetida,Willemet,,
130525346,Senna occidentalis,Cassia glaucescens Hoffmanns.,Cassia,glaucescens,Hoffmanns.,,
130525346,Senna occidentalis,Cassia macradenia Collad.,Cassia,macradenia,Collad.,,
130525346,Senna occidentalis,Cassia obliquifolia Schrank,Cassia,obliquifolia,Schrank,,
130525346,Senna occidentalis,Cassia occidentalis L.,Cassia,occidentalis,L.,,
130525346,Senna occidentalis,Cassia occidentalis var. glabra Vogel,Cassia,occidentalis var. glabra,Vogel,,
130525346,Senna occidentalis,Cassia papulosa Hoffmanns.,Cassia,papulosa,Hoffmanns.,,
130525346,Senna occidentalis,Cassia planisiliqua L.,Cassia,planisiliqua,L.,,
130525346,Senna occidentalis,Cassia plumieri DC.,Cassia,plumieri,DC.,,
130525346,Senna occidentalis,Diallobus falcatus (L.) Raf.,Diallobus,falcatus,(L.) Raf.,,
130525346,Senna occidentalis,Ditremexa caroliniana (Walter) Raf.,Ditremexa,caroliniana,(Walter) Raf.,,
130525346,Senna occidentalis,Ditremexa fetida Raf.,Ditremexa,fetida,Raf.,,
130525346,Senna occidentalis,Ditremexa occidentalis (L.) Britton & Rose,Ditremexa,occidentalis,(L.) Britton & Rose,,
130525346,Senna occidentalis,Psilorhegma planisiliqua (L.) Britton & Rose,Psilorhegma,planisiliqua,(L.) Britton & Rose,,
130525346,Senna occidentalis,Senna orientalis Walp.,Senna,orientalis,Walp.,,
62148588,Hypolimnas misippus,"Papilio misippus Linnaeus, 1764",Papilio,misippus,"Linnaeus, 1764",,
174213,Catopsilia florella,"Papilio florella Fabricius, 1775",Papilio,florella,"Fabricius, 1775",,
174346,Azanus ubaldus,"Lycaena ubaldus Stoll in Cramer, 1782",Lycaena,ubaldus,"Stoll in Cramer, 1782",,
174346,Azanus ubaldus,"Lycaena itea Walker, 1870",Lycaena,itea,"Walker, 1870",,
174346,Azanus ubaldus,"Lycaena ethoda Walker, 1870",Lycaena,ethoda,"Walker, 1870",,
174346,Azanus ubaldus,"Lycaena macalenga Trimen, 1887",Lycaena,macalenga,"Trimen, 1887",,
174346,Azanus ubaldus,"Lycaena thebana Staudinger, 1894",Lycaena,thebana,"Staudinger, 1894",,
164209773,Furcraea hexapetala,Agave hexapetala Jacq.,Agave,hexapetala,Jacq.,,
22698201,Ardenna gravis,Ardenna gravis ssp. gravis — Christidis and Boles (2008),Ardenna,gravis,,subspecies,— Christidis and Boles (2008)
22698201,Ardenna gravis,"Puffinus gravis (O'Reilly, 1818)",Puffinus,gravis,"(O'Reilly, 1818)",,
174225,Vanessa atalanta,"Papilio atalanta Linnaeus, 1758",Papilio,atalanta,"Linnaeus, 1758",,
19379202,Lotus edulis,Krokeria oligoceratos Moench,Krokeria,oligoceratos,Moench,,
19379202,Lotus edulis,Lotus cervinus Pourr. ex Willk. & Lange,Lotus,cervinus,Pourr. ex Willk. & Lange,,
19379202,Lotus edulis,Mullaghera edulis (L.) Bubani,Mullaghera,edulis,(L.) Bubani,,
19379202,Lotus edulis,Lotus  edulus  L. [orth. error],Lotus ,edulus ,L. [orth. error],,
172637386,Ononis ramosissima,Ononis adglutinans C.Presl,Ononis,adglutinans,C.Presl,,
172637386,Ononis ramosissima,Ononis gibraltarica Boiss.,Ononis,gibraltarica,Boiss.,,
172637386,Ononis ramosissima,Ononis mauritanica Pomel,Ononis,mauritanica,Pomel,,
172637386,Ononis ramosissima,Ononis microphylla (Boiss.) C.Presl,Ononis,microphylla,(Boiss.) C.Presl,,
